,Neighbourhood,Neighbourhood Latitude,Neighbourhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
247,Brockton,43.650917299999996,-79.4400216,Lansdowne & College,43.65115018694806,-79.43959149359,Intersection
248,Brockton,43.650917299999996,-79.4400216,Tim Hortons,43.65082460994259,-79.43956625531422,Coffee Shop
249, Parkdale Village,43.64029220000001,-79.43729899898156,Mother India,43.64071776138551,-79.4362592512312,Indian Restaurant
250, Parkdale Village,43.64029220000001,-79.43729899898156,Om Restaurant,43.640337284428895,-79.43781080540346,Indian Restaurant
251, Parkdale Village,43.64029220000001,-79.43729899898156,Norling,43.640236,-79.438449,Tibetan Restaurant
252, Parkdale Village,43.64029220000001,-79.43729899898156,Glory of India,43.64069366455078,-79.43678283691406,North Indian Restaurant
253, Parkdale Village,43.64029220000001,-79.43729899898156,Parkdale Guardian Pharmacy,43.640595,-79.43762,Pharmacy
254, Parkdale Village,43.64029220000001,-79.43729899898156,Rice & Noodle,43.64028335648371,-79.43835074476583,Chinese Restaurant
255, Parkdale Village,43.64029220000001,-79.43729899898156,A&W,43.64042887588472,-79.43780338766055,Fast Food Restaurant
256, Parkdale Village,43.64029220000001,-79.43729899898156,TD Canada Trust,43.64022625429727,-79.43735084963009,Bank
257, Parkdale Village,43.64029220000001,-79.43729899898156,Subway,43.64042954337929,-79.4365632448256,Sandwich Place
258, Parkdale Village,43.64029220000001,-79.43729899898156,Old Man Pizza,43.6401793968803,-79.43722592017951,Pizza Place
259, Parkdale Village,43.64029220000001,-79.43729899898156,The Grill Cottage,43.64062,-79.436754,Restaurant
260, Parkdale Village,43.64029220000001,-79.43729899898156,Salvation Army Thrift Store,43.640298907855495,-79.43778911943922,Clothing Store
261, Parkdale Village,43.64029220000001,-79.43729899898156,TTC Stop #06840,43.640428,-79.437554,Light Rail Station
262, Exhibition Place,43.6335375,-79.41771134645269,BMO Field,43.633186558203185,-79.41857814788818,Soccer Stadium
263, Exhibition Place,43.6335375,-79.41771134645269,Section 109,43.63312159136041,-79.41769685388513,Soccer Stadium
264, Exhibition Place,43.6335375,-79.41771134645269,Daytona Chicken Wings,43.63319590762803,-79.41883457998814,Wings Joint
265, Exhibition Place,43.6335375,-79.41771134645269,Vampire Bar & Lounge,43.63329576898462,-79.41876862523493,Bar
266,Golden Mile,43.727841399999996,-79.2876217,Fat Bastard Burrito Co,43.72708717532442,-79.28747878003628,Burrito Place
267,Golden Mile,43.727841399999996,-79.2876217,Pizza pizza,43.72777021346213,-79.28757905960083,Pizza Place
268,Golden Mile,43.727841399999996,-79.2876217,Eggsmart,43.72756,-79.287184,Breakfast Spot
269,Golden Mile,43.727841399999996,-79.2876217,Pho Saigon,43.727403480056,-79.28780135261417,Vietnamese Restaurant
270,Golden Mile,43.727841399999996,-79.2876217,Bus Stop: 34 & 68,43.727533516780674,-79.28745308622617,Bus Station
271,Golden Mile,43.727841399999996,-79.2876217,Shawarma Boss,43.727104436687966,-79.28748060626799,Middle Eastern Restaurant
272, Clairlea,43.708823100000004,-79.2959856,Mexitaco,43.708595,-79.2957,Mexican Restaurant
273, Clairlea,43.708823100000004,-79.2959856,Subway,43.70906989947632,-79.29577449163514,Sandwich Place
274, Clairlea,43.708823100000004,-79.2959856,McDonald's,43.709283877697544,-79.29524527670384,Fast Food Restaurant
275, Clairlea,43.708823100000004,-79.2959856,Tom's No Frills,43.708313,-79.295954,Grocery Store
276, Clairlea,43.708823100000004,-79.2959856,Lucky Lotto Conveniece,43.70879475993049,-79.29566470720046,Convenience Store
277, Clairlea,43.708823100000004,-79.2959856,Main Drug Mart,43.70880336755541,-79.29590463638306,Pharmacy
278, Clairlea,43.708823100000004,-79.2959856,Victoria Park Ave & St. Clair Ave E,43.709407546682264,-79.29566470720046,Intersection
279, Oakridge,43.697173799999995,-79.27482320000001,NAPA AUTOPRO - TRADITIONS AUTO SERVICE,43.697261197296235,-79.27543399622664,Auto Workshop
280, Oakridge,43.697173799999995,-79.27482320000001,Cycle 109,43.697216421160796,-79.27515081674485,Motorcycle Shop
281,York Mills,43.7440391,-79.406657,GoodLife Fitness North York York Mills Centre,43.744871,-79.406289,Gym
282,York Mills,43.7440391,-79.406657,Starbucks,43.744871,-79.406289,Coffee Shop
283,York Mills,43.7440391,-79.406657,Second Cup,43.744732433627526,-79.406180242375,Coffee Shop
284,York Mills,43.7440391,-79.406657,Thai Express,43.74468610389848,-79.40608245111687,Thai Restaurant
285,York Mills,43.7440391,-79.406657,Yonge & York Mills,43.74423275668283,-79.40650022117964,Intersection
286,York Mills,43.7440391,-79.406657,Taqueria Burrito Bar,43.744661953908725,-79.40626110293486,Burrito Place
287,York Mills,43.7440391,-79.406657,Chicken Quarter,43.744882975573766,-79.40651121510315,Indian Restaurant
288,York Mills,43.7440391,-79.406657,York Mills GO Bus Terminal,43.74486010163448,-79.40679095408215,Bus Station
289,York Mills,43.7440391,-79.406657,York Mills Centre Food Court,43.74463727984939,-79.40650022117964,Food Court
290,York Mills,43.7440391,-79.406657,Cardio-Go,43.74460285688724,-79.40614841493664,Gym / Fitness Center
291,Downsview,43.7492988,-79.462248,Sheppard West Subway Station,43.74950304813358,-79.46227562541658,Metro Station
292,Downsview,43.7492988,-79.462248,Sheppard West Station Kiss-N-Ride,43.749602010433186,-79.46162732685839,Metro Station
293,Downsview,43.7492988,-79.462248,TTC Bus #105B - Downsview North,43.749418887143214,-79.46233793609582,Bus Station
294,Downsview,43.7492988,-79.462248,Sheppard West Bus Terminal,43.749264,-79.46228,Bus Station
295,India Bazaar,43.672223100000004,-79.3235032,Motimahal,43.672174809921415,-79.32253200796698,Indian Restaurant
296,India Bazaar,43.672223100000004,-79.3235032,Bombay Chowpatty,43.67187525209221,-79.32411369274648,Indian Restaurant
297,India Bazaar,43.672223100000004,-79.3235032,Regency Restaurant,43.672118220823734,-79.3224739756517,Indian Restaurant
298,India Bazaar,43.672223100000004,-79.3235032,Haandi 2000,43.67192914440453,-79.32366244535852,Indian Restaurant
299,India Bazaar,43.672223100000004,-79.3235032,Gautama,43.67215025713003,-79.32287710601119,Indian Restaurant
300,India Bazaar,43.672223100000004,-79.3235032,Karma's Kitchen,43.671905,-79.323117,Tibetan Restaurant
301,India Bazaar,43.672223100000004,-79.3235032,Nucreation,43.67226,-79.322882,Women's Store
302,India Bazaar,43.672223100000004,-79.3235032,Baldev Paan House,43.671861012130975,-79.3236844528519,Indian Restaurant
303,India Bazaar,43.672223100000004,-79.3235032,Gerrard India Bazaar,43.67208555010096,-79.32340264320374,Shopping Plaza
304,India Bazaar,43.672223100000004,-79.3235032,Toronto Cash & Carry,43.671954,-79.323412,Grocery Store
305, The Beaches West,43.6710244,-79.296712,Sanna's Farmacia,43.670929268214614,-79.29596900939941,Juice Bar
306, The Beaches West,43.6710244,-79.296712,Pippins Tea Company,43.670992,-79.29590463638306,Tea Room
307, The Beaches West,43.6710244,-79.296712,The Nutty Chocolatier,43.67056725243875,-79.29759833250185,Chocolate Shop
308, The Beaches West,43.6710244,-79.296712,Shoppers Drug Mart,43.670639,-79.29769,Pharmacy
309, The Beaches West,43.6710244,-79.296712,Subway,43.670812083087675,-79.29552581655025,Sandwich Place
310, The Beaches West,43.6710244,-79.296712,Bikkuri Japanese Restaurant,43.67071466807068,-79.29695568774969,Japanese Restaurant
311, The Beaches West,43.6710244,-79.296712,Pizza Hut,43.670789,-79.29684,Pizza Place
312, The Beaches West,43.6710244,-79.296712,Juice and Java,43.67106189021513,-79.29575478082984,Café
313, The Beaches West,43.6710244,-79.296712,Souvlaki Hut,43.671048072091374,-79.29575766112751,Greek Restaurant
314, The Beaches West,43.6710244,-79.296712,Gabby's Food & Fuel,43.670809267568956,-79.29665696716665,Bar
315, The Beaches West,43.6710244,-79.296712,Yogurty's,43.670781851774905,-79.29655627409112,Frozen Yogurt Shop
316, The Beaches West,43.6710244,-79.296712,TELUS,43.67086495154606,-79.29737078455284,IT Services
317, The Beaches West,43.6710244,-79.296712,Planet X,43.67104411044063,-79.2956851689669,Comic Shop
318, The Beaches West,43.6710244,-79.296712,Freshii,43.67069645708694,-79.29777145385742,Sandwich Place
319,Commerce Court,43.648163800000006,-79.37776594404383,Mos Mos Coffee,43.64815919753501,-79.37874450467258,Café
320,Commerce Court,43.648163800000006,-79.37776594404383,Jump,43.64814738516352,-79.37875242540652,American Restaurant
321,Commerce Court,43.648163800000006,-79.37776594404383,Irish Embassy,43.647918499361516,-79.37727345157903,Irish Pub
322,Commerce Court,43.648163800000006,-79.37776594404383,Over Easy,43.64807704204346,-79.37759871575396,Breakfast Spot
323,North Park,43.7186899,-79.47753370000001,Adrenalin,43.717982,-79.477756,Gym / Fitness Center
324, Maple Leaf Park,43.715824100000006,-79.49341621107953,Maple leaf park,43.716187513283,-79.4935309549699,Park
325,Humber Summit,43.7600778,-79.5717598,Capri Pastries,43.760233278306124,-79.57168917410124,Bakery
326, Cliffcrest,43.72183629999999,-79.23621379999999,Super Choy Restaurant,43.72128910603268,-79.23669787617699,Chinese Restaurant
327, Cliffcrest,43.72183629999999,-79.23621379999999,Wild Wing,43.72110226026739,-79.23666536808014,Wings Joint
328, Cliffcrest,43.72183629999999,-79.23621379999999,Big Boy's Burgers,43.721751,-79.236301,Restaurant
329,Willowdale,43.761509499999995,-79.4109234,Longo’s Sheppard Centre,43.762221,-79.410762,Grocery Store
330,Willowdale,43.761509499999995,-79.4109234,Whole Foods Market,43.76066201105053,-79.41104445918211,Grocery Store
331,Willowdale,43.761509499999995,-79.4109234,Five Guys,43.76240027532789,-79.4107626699753,Burger Joint
332,Willowdale,43.761509499999995,-79.4109234,Starbucks,43.761077,-79.411483,Coffee Shop
333,Willowdale,43.761509499999995,-79.4109234,McDonald's,43.761828778827315,-79.41144131163321,Fast Food Restaurant
334,Willowdale,43.761509499999995,-79.4109234,Pizza Pizza,43.762326001439206,-79.41136826348362,Pizza Place
335,Downsview,43.7492988,-79.462248,Sheppard West Subway Station,43.74950304813358,-79.46227562541658,Metro Station
336,Downsview,43.7492988,-79.462248,Sheppard West Station Kiss-N-Ride,43.749602010433186,-79.46162732685839,Metro Station
337,Downsview,43.7492988,-79.462248,TTC Bus #105B - Downsview North,43.749418887143214,-79.46233793609582,Bus Station
338,Downsview,43.7492988,-79.462248,Sheppard West Bus Terminal,43.749264,-79.46228,Bus Station
339,Studio District,43.64958515,-79.39068322559326,Omg! Oh My Gyro!,43.6500639687058,-79.39110371201055,Souvlaki Shop
340,Studio District,43.64958515,-79.39068322559326,Umbra Concept Store,43.650417,-79.391136,Furniture / Home Store
341,Studio District,43.64958515,-79.39068322559326,Scotiabank Theatres,43.648829331652806,-79.39078229912828,Movie Theater
342,Studio District,43.64958515,-79.39068322559326,Rudsak,43.64976788010008,-79.39143943185609,Boutique
343,Studio District,43.64958515,-79.39068322559326,Queen St. Warehouse,43.650116540590425,-79.3903160886256,Bar
344,Studio District,43.64958515,-79.39068322559326,John Fluevog Shoes,43.6499881760459,-79.39079046249388,Shoe Store
345,Studio District,43.64958515,-79.39068322559326,Chipotle Mexican Grill,43.64956,-79.39165,Mexican Restaurant
346,Studio District,43.64958515,-79.39068322559326,BMV-Q (BMV Bookstore),43.65001193338498,-79.39076272691233,Bookstore
347,Studio District,43.64958515,-79.39068322559326,Much Music Video Awards (MMVA's),43.64999294848099,-79.39054666005632,Music Venue
348,Studio District,43.64958515,-79.39068322559326,Me Va Me,43.65005490955589,-79.39055494048628,Middle Eastern Restaurant
349,Studio District,43.64958515,-79.39068322559326,Meli Baklava & Chocolate Bar,43.650139555584936,-79.3903774023056,Chocolate Shop
350,Bedford Park,43.7373876,-79.4109253,Grass Roots Yard Services,43.737321150880646,-79.41104114055634,Construction & Landscaping
351, Lawrence Manor East,43.72207879999999,-79.4375067,ROBINSON'S FREESTYLE DESIGNS,43.72243591028199,-79.43718194961548,Art Gallery
352, Mount Dennis,43.6869597,-79.48955129999999,Super Coffee,43.68686134703151,-79.48960043952441,Coffee Shop
353, Mount Dennis,43.6869597,-79.48955129999999,Caplan Miele Gallery,43.68641645778968,-79.48867061763234,Furniture / Home Store
354, Mount Dennis,43.6869597,-79.48955129999999,Shilla Dynasty,43.687268453298586,-79.48984041731529,Korean Restaurant
355,Humberlea,43.7213166,-79.5331605,Strathburn Park,43.721765047523654,-79.53285448549357,Baseball Field
356, Emery,43.7520744,-79.5423657,Tim Hortons,43.75180840970622,-79.54247689035708,Coffee Shop
357, Emery,43.7520744,-79.5423657,Finch Weston Medical Pharmacy,43.75180089870563,-79.54333863059108,Pharmacy
358,Birch Cliff,43.6918051,-79.2644935,The Birchcliff,43.69166644406541,-79.26453158481682,Café
359,Willowdale,43.761509499999995,-79.4109234,Longo’s Sheppard Centre,43.762221,-79.410762,Grocery Store
360,Willowdale,43.761509499999995,-79.4109234,Whole Foods Market,43.76066201105053,-79.41104445918211,Grocery Store
361,Willowdale,43.761509499999995,-79.4109234,Five Guys,43.76240027532789,-79.4107626699753,Burger Joint
362,Willowdale,43.761509499999995,-79.4109234,Starbucks,43.761077,-79.411483,Coffee Shop
363,Willowdale,43.761509499999995,-79.4109234,McDonald's,43.761828778827315,-79.41144131163321,Fast Food Restaurant
364,Willowdale,43.761509499999995,-79.4109234,Pizza Pizza,43.762326001439206,-79.41136826348362,Pizza Place
365, Willowdale East,43.761509499999995,-79.4109234,Longo’s Sheppard Centre,43.762221,-79.410762,Grocery Store
366, Willowdale East,43.761509499999995,-79.4109234,Whole Foods Market,43.76066201105053,-79.41104445918211,Grocery Store
367, Willowdale East,43.761509499999995,-79.4109234,Five Guys,43.76240027532789,-79.4107626699753,Burger Joint
368, Willowdale East,43.761509499999995,-79.4109234,Starbucks,43.761077,-79.411483,Coffee Shop
369, Willowdale East,43.761509499999995,-79.4109234,McDonald's,43.761828778827315,-79.41144131163321,Fast Food Restaurant
370, Willowdale East,43.761509499999995,-79.4109234,Pizza Pizza,43.762326001439206,-79.41136826348362,Pizza Place
371,Downsview,43.7492988,-79.462248,Sheppard West Subway Station,43.74950304813358,-79.46227562541658,Metro Station
372,Downsview,43.7492988,-79.462248,Sheppard West Station Kiss-N-Ride,43.749602010433186,-79.46162732685839,Metro Station
373,Downsview,43.7492988,-79.462248,TTC Bus #105B - Downsview North,43.749418887143214,-79.46233793609582,Bus Station
374,Downsview,43.7492988,-79.462248,Sheppard West Bus Terminal,43.749264,-79.46228,Bus Station
375,Lawrence Park,43.729199,-79.40325250000001,For The Win Cafe,43.72863603182458,-79.40325519626327,Bubble Tea Shop
376,Lawrence Park,43.729199,-79.40325250000001,STACK,43.72931098021923,-79.40324105170586,BBQ Joint
377,Lawrence Park,43.729199,-79.40325250000001,Menchies Frozen Yogurt,43.72833594585155,-79.40317327113762,Ice Cream Shop
378,Lawrence Park,43.729199,-79.40325250000001,Trio Ristorante Pizzeria,43.72880926185491,-79.40314913731548,Italian Restaurant
379,Lawrence Park,43.729199,-79.40325250000001,Starbucks,43.72982,-79.40365,Coffee Shop
380,Lawrence Park,43.729199,-79.40325250000001,Shichimi Sushi,43.72888125625912,-79.4031682620572,Sushi Restaurant
381,Lawrence Park,43.729199,-79.40325250000001,Gamberoni,43.72951504502395,-79.40347684255251,Italian Restaurant
382,Lawrence Park,43.729199,-79.40325250000001,Yogurty's,43.72986618716524,-79.40340062283457,Frozen Yogurt Shop
383,Lawrence Park,43.729199,-79.40325250000001,Games Workshop,43.72899462802187,-79.40309229421057,Hobby Shop
384,Lawrence Park,43.729199,-79.40325250000001,RBC Royal Bank,43.729045635953355,-79.40344319223908,Bank
385,Lawrence Park,43.729199,-79.40325250000001,Tim Hortons,43.728811044996085,-79.40347328782082,Coffee Shop
386,Lawrence Park,43.729199,-79.40325250000001,Pizza Pizza,43.72854712966103,-79.40306216587794,Pizza Place
387,Lawrence Park,43.729199,-79.40325250000001,Lobster Monster,43.728888,-79.403034,Seafood Restaurant
388,Lawrence Park,43.729199,-79.40325250000001,Gabby's Roadhouse,43.72927371293531,-79.40321132426091,Pub
389,Roselawn,43.7001239,-79.450928,California Sandwiches,43.70060745090339,-79.45171931570894,Sandwich Place
390,Roselawn,43.7001239,-79.450928,Sky Ranch Restaurant,43.70072965454009,-79.45168436610791,Argentinian Restaurant
391,Runnymede,43.6517026,-79.4759978,Bread & Roses Bakery Cafe,43.651194318292276,-79.47665677628656,Bakery
392,Runnymede,43.6517026,-79.4759978,Starbucks,43.651395,-79.47599,Coffee Shop
393,Runnymede,43.6517026,-79.4759978,Yogurty's,43.651228146043934,-79.4755243018108,Frozen Yogurt Shop
394,Runnymede,43.6517026,-79.4759978,COBS Bread,43.651347693482606,-79.4756394651729,Bakery
395,Runnymede,43.6517026,-79.4759978,Bloor & Kennedy Flower Shop,43.65142711461149,-79.47529492449927,Flower Shop
396,Runnymede,43.6517026,-79.4759978,Hot Oven Bakery,43.651155311711776,-79.47656563536279,Bakery
397,Runnymede,43.6517026,-79.4759978,Lit Cafe + Bar,43.651378942423236,-79.47538026986466,Coffee Shop
398,Runnymede,43.6517026,-79.4759978,Timothy's World Coffee,43.651525223699124,-79.47495742997707,Coffee Shop
399,Runnymede,43.6517026,-79.4759978,TD Canada Trust,43.651284593586276,-79.47659432888031,Bank
400,Runnymede,43.6517026,-79.4759978,Shoppers Drug Mart,43.651105,-79.476428,Pharmacy
401,Runnymede,43.6517026,-79.4759978,Swan & Firkin,43.651217856234474,-79.47580613516895,Pub
402,Runnymede,43.6517026,-79.4759978,Flame Food+Design,43.651239956920556,-79.47518482804298,Turkish Restaurant
403,Runnymede,43.6517026,-79.4759978,Kinton Ramen,43.65109,-79.47609,Ramen Restaurant
404,Runnymede,43.6517026,-79.4759978,Body & Soul Massage Therapy,43.65135,-79.474986,Massage Studio
405,Runnymede,43.6517026,-79.4759978,Ci Gusta,43.651144565750606,-79.47686743671906,Ice Cream Shop
406,Runnymede,43.6517026,-79.4759978,Generate Fitness,43.651071031342894,-79.47556015054182,Gym
407, The Junction North,43.6654775,-79.470352,The Sweet Potato,43.665405425838244,-79.4692294738573,Grocery Store
408, The Junction North,43.6654775,-79.470352,When the Pig Came Home,43.66547728416018,-79.47065053444993,Deli / Bodega
409, The Junction North,43.6654775,-79.470352,Curry Twist,43.66558068434231,-79.47054074311107,Indian Restaurant
410, The Junction North,43.6654775,-79.470352,Bunner's Bake Shop,43.66553598145282,-79.47151288405423,Bakery
411, The Junction North,43.6654775,-79.470352,Delight,43.66552227429553,-79.47062378703758,Dessert Shop
412, The Junction North,43.6654775,-79.470352,3030 Dundas,43.66557380985307,-79.47037575268513,Bar
413, The Junction North,43.6654775,-79.470352,Lucy Nails,43.66546666817928,-79.4714906407299,Nail Salon
414, The Junction North,43.6654775,-79.470352,Bricco Wine Bar,43.665385,-79.470865,Italian Restaurant
415, The Junction North,43.6654775,-79.470352,Axis Gallery & Grill,43.66557859428013,-79.47094596099255,Bar
416, The Junction North,43.6654775,-79.470352,The Friendly Thai,43.665540244616984,-79.47048031151444,Thai Restaurant
417, The Junction North,43.6654775,-79.470352,Big Daddy's Dvd Shop,43.66552863949229,-79.47059449035682,Video Store
418, The Junction North,43.6654775,-79.470352,Domino's Pizza,43.66537162607107,-79.4705218076706,Pizza Place
419, The Junction North,43.6654775,-79.470352,Junction Fromagerie,43.6655063585067,-79.4706878736148,Deli / Bodega
420,Weston,43.70016079999999,-79.5162474,Kitchen King Jerk Inc.,43.69989013671875,-79.51702117919922,Caribbean Restaurant
421, Wexford Heights,43.7432421,-79.304641,Naan & Kabob Halal,43.74290326259434,-79.30514824489153,Middle Eastern Restaurant
422, Wexford Heights,43.7432421,-79.304641,Shawarma Empire,43.743405300438305,-79.30364913090075,Middle Eastern Restaurant
423, Wexford Heights,43.7432421,-79.304641,Ghadir Mid-Eastern Grocery,43.74363845933303,-79.30423348681926,Grocery Store
424, Wexford Heights,43.7432421,-79.304641,Super Hakka Restaurant,43.74289206733354,-79.30494945617208,Chinese Restaurant
425, Wexford Heights,43.7432421,-79.304641,PizzaLand,43.74294578432365,-79.30508024882042,Pizza Place
426, Wexford Heights,43.7432421,-79.304641,Cucina Manila,43.74349973548066,-79.30462952008224,Asian Restaurant
427, Wexford Heights,43.7432421,-79.304641,Kunafa's,43.742542,-79.30537,Dessert Shop
428, Wexford Heights,43.7432421,-79.304641,Bus Stop: 54 & 67,43.74330116517002,-79.30478910686521,Bus Station
429, Wexford Heights,43.7432421,-79.304641,Lawrence Ave E & Pharmacy Ave,43.743029014094425,-79.30453478465827,Intersection
430, Scarborough Town Centre,43.7761341,-79.25843763592167,American Eagle Store,43.7760116,-79.2583337,Clothing Store
431, Scarborough Town Centre,43.7761341,-79.25843763592167,Chipotle Mexican Grill,43.77641,-79.258069,Mexican Restaurant
432, Scarborough Town Centre,43.7761341,-79.25843763592167,Tommy Hilfiger,43.77601546103458,-79.25736884156035,Clothing Store
433, Scarborough Town Centre,43.7761341,-79.25843763592167,lululemon athletica,43.7755173,-79.2584229,Clothing Store
434, Scarborough Town Centre,43.7761341,-79.25843763592167,Hot Topic,43.775450021914345,-79.2579286531551,Clothing Store
435, Scarborough Town Centre,43.7761341,-79.25843763592167,Booster Juice,43.77689726,-79.25815206,Smoothie Shop
436, Scarborough Town Centre,43.7761341,-79.25843763592167,Bluenotes,43.776755,-79.259008,Clothing Store
437, Scarborough Town Centre,43.7761341,-79.25843763592167,Ten Ren's Tea Time,43.77674574811869,-79.25837678677445,Tea Room
438, Scarborough Town Centre,43.7761341,-79.25843763592167,Dollarama,43.776903,-79.257955,Discount Store
439, Scarborough Town Centre,43.7761341,-79.25843763592167,Starbucks,43.776755,-79.259008,Coffee Shop
440, Scarborough Town Centre,43.7761341,-79.25843763592167,Thai Express,43.776692,-79.259162,Restaurant
441, Scarborough Town Centre,43.7761341,-79.25843763592167,Tim Hortons,43.7765633,-79.2589465,Coffee Shop
442, Scarborough Town Centre,43.7761341,-79.25843763592167,Timothy's World Coffee,43.776755,-79.259008,Coffee Shop
443, Scarborough Town Centre,43.7761341,-79.25843763592167,M for Mendocino,43.77566440675988,-79.25746794558226,Women's Store
444, Scarborough Town Centre,43.7761341,-79.25843763592167,Dynamite,43.77680518468537,-79.25837639353963,Women's Store
445,York Mills West,43.7440391,-79.406657,GoodLife Fitness North York York Mills Centre,43.744871,-79.406289,Gym
446,York Mills West,43.7440391,-79.406657,Starbucks,43.744871,-79.406289,Coffee Shop
447,York Mills West,43.7440391,-79.406657,Second Cup,43.744732433627526,-79.406180242375,Coffee Shop
448,York Mills West,43.7440391,-79.406657,Thai Express,43.74468610389848,-79.40608245111687,Thai Restaurant
449,York Mills West,43.7440391,-79.406657,Yonge & York Mills,43.74423275668283,-79.40650022117964,Intersection
450,York Mills West,43.7440391,-79.406657,Taqueria Burrito Bar,43.744661953908725,-79.40626110293486,Burrito Place
451,York Mills West,43.7440391,-79.406657,Chicken Quarter,43.744882975573766,-79.40651121510315,Indian Restaurant
452,York Mills West,43.7440391,-79.406657,York Mills GO Bus Terminal,43.74486010163448,-79.40679095408215,Bus Station
453,York Mills West,43.7440391,-79.406657,York Mills Centre Food Court,43.74463727984939,-79.40650022117964,Food Court
454,York Mills West,43.7440391,-79.406657,Cardio-Go,43.74460285688724,-79.40614841493664,Gym / Fitness Center
455,Davisville North,43.697936,-79.3972908,Starbucks,43.698491,-79.396383,Coffee Shop
456,Davisville North,43.697936,-79.3972908,Second Cup,43.6976522124446,-79.3962939322264,Coffee Shop
457,Davisville North,43.697936,-79.3972908,Subway,43.69860176351899,-79.39698045718183,Sandwich Place
458,Davisville North,43.697936,-79.3972908,Tim Hortons,43.6984937,-79.3970007,Coffee Shop
459,Davisville North,43.697936,-79.3972908,Kramer's Bar & Grill,43.698582127538685,-79.39663071099496,Pub
460,Davisville North,43.697936,-79.3972908,Avis Car Rental,43.698416,-79.397134,Rental Car Location
461,Davisville North,43.697936,-79.3972908,Canada Post / Postes Canada,43.697832,-79.396243,Post Office
462,Forest Hill North & West,43.701028,-79.4255998,Yogurty's,43.70079989087826,-79.42617084974331,Frozen Yogurt Shop
463,Forest Hill North & West,43.701028,-79.4255998,TD Canada Trust,43.701201568268,-79.42585229873663,Bank
464,Forest Hill North & West,43.701028,-79.4255998,Bathurst & Eglinton,43.700652178942065,-79.42459444648348,Intersection
465,Forest Hill North & West,43.701028,-79.4255998,Hakim Optical,43.7008803,-79.42530059,Optical Shop
466,Forest Hill North & West,43.701028,-79.4255998,Forest Hill Pizza,43.700904,-79.426272,Pizza Place
467,Forest Hill North & West,43.701028,-79.4255998,Front & Centre Dance Academy,43.700790511748814,-79.42618274331409,Dance Studio
468,High Park,43.653866799999996,-79.4668644,Bennett Parkette,43.65391879339464,-79.4671871696148,Park
469,High Park,43.653866799999996,-79.4668644,IDA High Park,43.65331554198388,-79.46681112650649,Pharmacy
470,High Park,43.653866799999996,-79.4668644,High Park Subway Station,43.65392565450594,-79.46686756442625,Metro Station
471,High Park,43.653866799999996,-79.4668644,High Park Chess Club,43.65454610637592,-79.46643059907751,Gaming Cafe
472, The Junction South,43.6654775,-79.470352,The Sweet Potato,43.665405425838244,-79.4692294738573,Grocery Store
473, The Junction South,43.6654775,-79.470352,When the Pig Came Home,43.66547728416018,-79.47065053444993,Deli / Bodega
474, The Junction South,43.6654775,-79.470352,Curry Twist,43.66558068434231,-79.47054074311107,Indian Restaurant
475, The Junction South,43.6654775,-79.470352,Bunner's Bake Shop,43.66553598145282,-79.47151288405423,Bakery
476, The Junction South,43.6654775,-79.470352,Delight,43.66552227429553,-79.47062378703758,Dessert Shop
477, The Junction South,43.6654775,-79.470352,3030 Dundas,43.66557380985307,-79.47037575268513,Bar
478, The Junction South,43.6654775,-79.470352,Lucy Nails,43.66546666817928,-79.4714906407299,Nail Salon
479, The Junction South,43.6654775,-79.470352,Bricco Wine Bar,43.665385,-79.470865,Italian Restaurant
480, The Junction South,43.6654775,-79.470352,Axis Gallery & Grill,43.66557859428013,-79.47094596099255,Bar
481, The Junction South,43.6654775,-79.470352,The Friendly Thai,43.665540244616984,-79.47048031151444,Thai Restaurant
482, The Junction South,43.6654775,-79.470352,Big Daddy's Dvd Shop,43.66552863949229,-79.47059449035682,Video Store
483, The Junction South,43.6654775,-79.470352,Domino's Pizza,43.66537162607107,-79.4705218076706,Pizza Place
484, The Junction South,43.6654775,-79.470352,Junction Fromagerie,43.6655063585067,-79.4706878736148,Deli / Bodega
485,Westmount,43.6936399,-79.5210426,Rogers Communications,43.694116,-79.521517,Mobile Phone Shop
486,Wexford,43.74537670000001,-79.29471550000001,Pho Metro,43.74536458313563,-79.29446212828603,Vietnamese Restaurant
487,Wexford,43.74537670000001,-79.29471550000001,Tim Hortons,43.7455132382073,-79.2952139675617,Coffee Shop
488,Wexford,43.74537670000001,-79.29471550000001,Warden Ave & Lawrence Ave E,43.74525839874023,-79.29483917471472,Intersection
489,Wexford,43.74537670000001,-79.29471550000001,Frank's Smoke Shop,43.74589,-79.29494,Smoke Shop
490,Wexford,43.74537670000001,-79.29471550000001,Little Caesars Pizza,43.745473892980684,-79.2943633108266,Pizza Place
491, Maryvale,43.7590508,-79.31022970000001,Staples,43.7583791,-79.3106954,Paper / Office Supplies Store
492, Maryvale,43.7590508,-79.31022970000001,China Cottage,43.759097495523434,-79.3104188485618,Hakka Restaurant
493, Maryvale,43.7590508,-79.31022970000001,Sushi Ichiban,43.758911588132406,-79.31081062930812,Sushi Restaurant
494, Maryvale,43.7590508,-79.31022970000001,Wimpy's Diner,43.759334850907884,-79.3098316408897,Breakfast Spot
495, Maryvale,43.7590508,-79.31022970000001,Domino's Pizza,43.75942567220302,-79.30989349437851,Pizza Place
496, Maryvale,43.7590508,-79.31022970000001,Mayur Fine Indian Cuisine,43.75924688137414,-79.31084454059601,Indian Restaurant
